0.00761401 2.27364e+06
0.022842 0
0.03807 0
0.0532981 0
0.0685261 0
0.0837541 0
0.0989821 0
0.11421 0
0.129438 0
0.144666 0
0.159894 0
0.175122 0
0.19035 0
0.205578 0
0.220806 0
0.236034 0
0.251262 0
0.26649 0
0.281718 0
0.296946 0
0.312174 0
0.327402 0
0.34263 0
0.357858 0
0.373086 0
0.388314 0
0.403543 0
0.418771 0
0.433999 0
0.449227 0
0.464455 0
0.479683 0
0.494911 0
0.510139 0
0.525367 0
0.540595 0
0.555823 0
0.571051 0
0.586279 0
0.601507 0
0.616735 0
0.631963 0
0.647191 0
0.662419 0
0.677647 0
0.692875 0
0.708103 0
0.723331 0
0.738559 0
0.753787 0
0.769015 0
0.784243 0
0.799471 0
0.814699 0
0.829927 0
0.845155 0
0.860383 0
0.875611 0
0.890839 0
0.906067 0
0.921295 0
0.936523 0
0.951751 0
0.966979 0
0.982207 0
0.997435 0
1.01266 0
1.02789 0
1.04312 0
1.05835 0
1.07358 0
1.0888 0
1.10403 0
1.11926 0
1.13449 0
1.14972 0
1.16494 0
1.18017 0
1.1954 0
1.21063 0
1.22586 0
1.24108 0
1.25631 0
1.27154 0
1.28677 0
1.302 0
1.31722 0
1.33245 0
1.34768 0
1.36291 0
1.37814 0
1.39336 0
1.40859 0.015817
1.42382 0.0490216
1.43905 0.272783
1.45428 0.976895
1.4695 2.98168
1.48473 6.70771
1.49996 12.3749
1.51519 18.7254
1.53042 23.1225
1.54564 22.5968
1.56087 18.7488
1.5761 12.2483
1.59133 6.82648
1.60656 2.88983
1.62178 1.03012
1.63701 0.322052
1.65224 0.0498164
1.66747 0.0112871
1.6827 0.00184729
1.69792 0
1.71315 0
1.72838 0
1.74361 0
1.75884 0
1.77406 0
1.78929 0
1.80452 0
1.81975 0
1.83498 0
1.8502 0
1.86543 0
1.88066 0
1.89589 0
1.91112 0
1.92634 0
1.94157 0
1.9568 0
1.97203 0
1.98726 0
2.00248 0
2.01771 0
2.03294 0
2.04817 0
2.0634 0
2.07862 0
2.09385 0
2.10908 0
2.12431 0
2.13954 0
2.15476 0
2.16999 0
2.18522 0
2.20045 0
2.21568 0
2.2309 0
2.24613 0
2.26136 0
2.27659 0.0030276
2.29182 0.00199167
2.30704 0.00294819
2.32227 0.00969885
2.3375 0.0124448
2.35273 0.0349627
2.36796 0.0522381
2.38319 0.0976197
2.39841 0.160034
2.41364 0.269354
2.42887 0.425579
2.4441 0.670716
2.45933 0.911498
2.47455 1.21124
2.48978 1.65042
2.50501 2.03301
2.52024 2.55944
2.53547 2.96246
2.55069 3.34284
2.56592 3.37557
2.58115 3.46854
2.59638 3.22468
2.61161 2.9924
2.62683 2.6076
2.64206 2.14228
2.65729 1.75705
2.67252 1.3138
2.68775 0.920997
2.70297 0.61569
2.7182 0.445989
2.73343 0.277221
2.74866 0.151618
2.76389 0.087643
2.77911 0.0650139
2.79434 0.0515797
2.80957 0.0404201
2.8248 0.044574
2.84003 0.0460427
2.85525 0.05646
2.87048 0.0628453
2.88571 0.0722337
2.90094 0.0795574
2.91617 0.0897999
2.93139 0.0967824
2.94662 0.110243
2.96185 0.114478
2.97708 0.122753
2.99231 0.141952
3.00753 0.146879
3.02276 0.174026
3.03799 0.179086
3.05322 0.177865
3.06845 0.187215
3.08367 0.187021
3.0989 0.199348
3.11413 0.201179
3.12936 0.224864
3.14459 0.234857
3.15981 0.195928
3.17504 0.200279
3.19027 0.21122
3.2055 0.206672
3.22073 0.18657
3.23595 0.185318
3.25118 0.179132
3.26641 0.175995
3.28164 0.165137
3.29687 0.157359
3.31209 0.14924
3.32732 0.152602
3.34255 0.140915
3.35778 0.134073
3.37301 0.14206
3.38823 0.123472
3.40346 0.13682
3.41869 0.12889
3.43392 0.132186
3.44915 0.128383
3.46437 0.140767
3.4796 0.150338
3.49483 0.166589
3.51006 0.163873
3.52529 0.16709
3.54051 0.18944
3.55574 0.199404
3.57097 0.220267
3.5862 0.226128
3.60143 0.256885
3.61665 0.285117
3.63188 0.294627
3.64711 0.314193
3.66234 0.337714
3.67757 0.317906
3.69279 0.367454
3.70802 0.402104
3.72325 0.410141
3.73848 0.459575
3.75371 0.471445
3.76893 0.532818
3.78416 0.551185
3.79939 0.61236
3.81462 0.708128
3.82985 0.8209
3.84507 0.899673
3.8603 1.03509
3.87553 1.12309
3.89076 1.25771
3.90599 1.32643
3.92122 1.42024
3.93644 1.44843
3.95167 1.43294
3.9669 1.43725
3.98213 1.39131
3.99736 1.28907
4.01258 1.21239
4.02781 1.13327
4.04304 1.04412
4.05827 0.933079
4.0735 0.908779
4.08872 0.886065
4.10395 0.854347
4.11918 0.791012
4.13441 0.809676
4.14964 0.824096
4.16486 0.817478
4.18009 0.852244
4.19532 0.826752
4.21055 0.882149
4.22578 0.871116
4.241 0.886682
4.25623 0.897962
4.27146 0.886124
4.28669 0.937907
4.30192 0.93891
4.31714 0.948575
4.33237 0.958081
4.3476 0.954426
4.36283 1.01977
4.37806 1.0075
4.39328 1.02357
4.40851 1.04907
4.42374 1.08543
4.43897 1.05384
4.4542 1.09278
4.46942 1.08954
4.48465 1.10686
4.49988 1.15182
4.51511 1.14201
4.53034 1.15983
4.54556 1.21004
4.56079 1.16451
4.57602 1.14853
4.59125 1.17492
4.60648 1.20512
4.6217 1.18421
4.63693 1.16939
4.65216 1.17456
4.66739 1.20412
4.68262 1.20966
4.69784 1.19235
4.71307 1.16135
4.7283 1.20676
4.74353 1.18414
4.75876 1.14747
4.77398 1.20006
4.78921 1.18652
4.80444 1.14887
4.81967 1.12856
4.8349 1.16577
4.85012 1.17247
4.86535 1.18259
4.88058 1.16666
4.89581 1.18255
4.91104 1.15506
4.92626 1.17788
4.94149 1.18884
4.95672 1.21348
4.97195 1.25832
4.98718 1.23719
5.0024 1.28005
5.01763 1.30657
5.03286 1.30136
5.04809 1.32287
5.06332 1.35981
5.07854 1.37905
5.09377 1.37706
5.109 1.37668
5.12423 1.40795
5.13946 1.37903
5.15468 1.38684
5.16991 1.39805
5.18514 1.37254
5.20037 1.37805
5.2156 1.31291
5.23082 1.33662
5.24605 1.29124
5.26128 1.26413
5.27651 1.24613
5.29174 1.22851
5.30696 1.22742
5.32219 1.24201
5.33742 1.21069
5.35265 1.19761
5.36788 1.1861
5.3831 1.21622
5.39833 1.21314
5.41356 1.17866
5.42879 1.20542
5.44402 1.20081
5.45925 1.17165
5.47447 1.18033
5.4897 1.18507
5.50493 1.17473
5.52016 1.17255
5.53539 1.18727
5.55061 1.17567
5.56584 1.17516
5.58107 1.16607
5.5963 1.15188
5.61153 1.15743
5.62675 1.15927
5.64198 1.15631
5.65721 1.13522
5.67244 1.16262
5.68767 1.14039
5.70289 1.14959
5.71812 1.14235
5.73335 1.11688
5.74858 1.14009
5.76381 1.12526
5.77903 1.12106
5.79426 1.09929
5.80949 1.1143
5.82472 1.09692
5.83995 1.1162
5.85517 1.12154
5.8704 1.10374
5.88563 1.09139
5.90086 1.09283
5.91609 1.07704
5.93131 1.09308
5.94654 1.08128
5.96177 1.08003
5.977 1.06941
5.99223 1.09034
6.00745 1.05511
6.02268 1.03392
6.03791 1.09069
6.05314 1.0578
6.06837 1.05833
6.08359 1.06067
6.09882 1.07141
6.11405 1.08944
6.12928 1.01957
6.14451 1.03711
6.15973 1.03791
6.17496 1.04213
6.19019 1.03319
6.20542 1.03763
6.22065 1.01133
6.23587 1.02833
6.2511 1.04327
6.26633 1.02901
6.28156 1.03675
6.29679 1.01697
6.31201 1.00327
6.32724 1.02745
6.34247 1.0159
6.3577 1.02553
6.37293 1.03145
6.38815 1.03436
6.40338 1.05381
6.41861 1.04716
6.43384 1.03905
6.44907 1.0334
6.46429 1.02941
6.47952 1.03156
6.49475 1.03193
6.50998 1.02662
6.52521 1.02023
6.54043 1.01708
6.55566 0.998726
6.57089 0.990953
6.58612 0.972268
6.60135 0.965387
6.61657 0.9901
6.6318 0.967006
6.64703 0.971459
6.66226 0.952646
6.67749 0.956869
6.69271 0.94131
6.70794 0.947619
6.72317 0.95768
6.7384 0.950131
6.75363 0.956057
6.76885 0.939089
6.78408 0.935446
6.79931 0.956264
6.81454 0.940506
6.82977 0.943382
6.84499 0.924565
6.86022 0.948027
6.87545 0.930665
6.89068 0.965112
6.90591 0.932345
6.92113 0.933379
6.93636 0.91787
6.95159 0.959205
6.96682 0.931632
6.98205 0.951177
6.99728 0.925249
7.0125 0.933041
7.02773 0.916823
7.04296 0.936061
7.05819 0.929926
7.07342 0.911918
7.08864 0.910086
7.10387 0.916035
7.1191 0.892408
7.13433 0.918404
7.14956 0.913575
7.16478 0.915096
7.18001 0.909697
7.19524 0.919288
7.21047 0.908366
7.2257 0.906946
7.24092 0.909819
7.25615 0.892395
7.27138 0.900532
7.28661 0.90091
7.30184 0.881557
7.31706 0.901241
7.33229 0.921629
7.34752 0.911516
7.36275 0.898872
7.37798 0.885941
7.3932 0.904305
7.40843 0.904212
7.42366 0.890826
7.43889 0.898525
7.45412 0.908131
7.46934 0.893931
7.48457 0.902622
7.4998 0.900913
7.51503 0.891802
7.53026 0.9072
7.54548 0.90538
7.56071 0.916834
7.57594 0.90978
7.59117 0.902775
7.6064 0.915618
7.62162 0.921957
7.63685 0.930392
7.65208 0.914901
7.66731 0.928264
7.68254 0.945414
7.69776 0.933115
7.71299 0.928379
7.72822 0.930241
7.74345 0.926761
7.75868 0.913742
7.7739 0.920898
7.78913 0.918335
7.80436 0.918705
7.81959 0.926679
7.83482 0.91882
7.85004 0.924425
7.86527 0.92347
7.8805 0.929338
7.89573 0.920387
7.91096 0.910245
7.92618 0.929063
7.94141 0.915551
7.95664 0.929648
7.97187 0.909968
7.9871 0.924868
8.00232 0.938585
8.01755 0.938848
8.03278 0.92832
8.04801 0.933774
8.06324 0.943364
8.07846 0.940132
8.09369 0.93021
8.10892 0.943742
8.12415 0.946944
8.13938 0.948457
8.1546 0.950266
8.16983 0.951507
8.18506 0.940788
8.20029 0.95192
8.21552 0.951572
8.23074 0.951606
8.24597 0.948094
8.2612 0.94169
8.27643 0.971444
8.29166 0.972215
8.30688 0.966304
8.32211 0.96179
8.33734 0.95399
8.35257 0.967459
8.3678 0.956247
8.38302 0.973691
8.39825 0.967715
8.41348 0.967023
8.42871 0.989375
8.44394 0.959033
8.45916 0.992278
8.47439 0.964024
8.48962 0.973777
8.50485 0.973258
8.52008 0.971151
8.5353 0.98413
8.55053 0.978553
8.56576 1.00359
8.58099 0.997689
8.59622 0.989557
8.61145 0.987965
8.62667 0.995936
8.6419 0.99299
8.65713 0.997037
8.67236 0.998128
8.68759 0.990266
8.70281 0.995851
8.71804 1.00834
8.73327 1.01223
8.7485 1.00208
8.76373 0.998809
8.77895 1.01231
8.79418 1.00293
8.80941 1.00526
8.82464 1.003
8.83987 1.02445
8.85509 1.01159
8.87032 1.01443
8.88555 1.01672
8.90078 1.01338
8.91601 1.02644
8.93123 1.00937
8.94646 1.02096
8.96169 1.02023
8.97692 1.02391
8.99215 1.03992
9.00737 1.02596
9.0226 1.03413
9.03783 1.01874
9.05306 1.01531
9.06829 1.03073
9.08351 1.03628
9.09874 1.02732
9.11397 1.0465
9.1292 1.02776
9.14443 1.02446
9.15965 1.0465
9.17488 1.03725
9.19011 1.03839
9.20534 1.02212
9.22057 1.02933
9.23579 1.04286
9.25102 1.03864
9.26625 1.0345
9.28148 1.03948
9.29671 1.03959
9.31193 1.03402
9.32716 1.0339
9.34239 1.04221
9.35762 1.04486
9.37285 1.05873
9.38807 1.04438
9.4033 1.03402
9.41853 1.04866
9.43376 1.04222
9.44899 1.04402
9.46421 1.04534
9.47944 1.03581
9.49467 1.04015
9.5099 1.01982
9.52513 1.05334
9.54035 1.04228
9.55558 1.04641
9.57081 1.03052
9.58604 1.04205
9.60127 1.03761
9.61649 1.05254
9.63172 1.04555
9.64695 1.04298
9.66218 1.04681
9.67741 1.04089
9.69263 1.04815
9.70786 1.04381
9.72309 1.03833
9.73832 1.04771
9.75355 1.03961
9.76877 1.03818
9.784 1.0415
9.79923 1.04519
9.81446 1.04151
9.82969 1.03856
9.84491 1.03918
9.86014 1.05077
9.87537 1.03063
9.8906 1.03794
9.90583 1.04232
9.92105 1.0421
9.93628 1.05062
9.95151 1.03346
9.96674 1.03362
9.98197 1.03882
9.99719 1.02744
10.0124 1.02787
10.0277 1.02953
10.0429 1.022
10.0581 1.03116
10.0733 1.03738
10.0886 1.03841
10.1038 1.04333
10.119 1.0361
10.1342 1.02148
10.1495 1.0205
10.1647 1.04144
10.1799 1.03162
10.1952 1.03372
10.2104 1.03164
10.2256 1.04078
10.2408 1.04197
10.2561 1.02764
10.2713 1.02886
10.2865 1.02384
10.3018 1.01692
10.317 1.02414
10.3322 1.02132
10.3474 1.01519
10.3627 1.02152
10.3779 1.02537
10.3931 1.03965
10.4084 1.02686
10.4236 1.01534
10.4388 1.02145
10.454 0.999813
10.4693 1.00545
10.4845 1.0188
10.4997 1.0196
10.5149 1.01774
10.5302 1.01729
10.5454 1.01704
10.5606 1.00468
10.5759 1.00492
10.5911 1.01043
10.6063 1.01423
10.6215 1.02653
10.6368 1.01957
10.652 1.0155
10.6672 1.015
10.6825 1.00683
10.6977 1.01174
10.7129 1.01652
10.7281 1.00918
10.7434 1.00501
10.7586 1.00538
10.7738 1.00632
10.7891 1.01332
10.8043 1.00993
10.8195 1.0083
10.8347 0.992809
10.85 1.00651
10.8652 1.00201
10.8804 1.01025
10.8956 1.0169
10.9109 1.00374
10.9261 1.00002
10.9413 0.997109
10.9566 1.01582
10.9718 0.992798
10.987 1.00283
11.0022 0.982988
11.0175 0.998629
